date,sales_total_try,opex_try,usdtry,is_holiday_peak,promo_intensity,price_change_flag,stockout_flag,avg_price_try,units_sold
2018-07-03,1693427.783987752,489710.89536430436,4.898235294117647,0,0.32882902939436726,0,1,54943.162074956555,30.82144747471
2018-07-15,1698661.3166723948,487362.5910317078,4.99,0,0.376843120242086,0,0,55188.38421444527,30.77932686110022
2018-07-21,1705039.2335640986,485782.68849902437,5.035882352941177,0,0.2513114574449735,0,0,55498.13849590469,30.72245808190335
2018-07-27,1709454.7144891247,483574.3020681769,5.081764705882353,0,0.3545608856989225,0,0,55665.92206502855,30.709178094492916
2018-07-28,1712545.1118099175,479956.65491652023,5.089411764705883,0,0.332515222614811,0,0,55770.95836605377,30.706754231648564
2018-07-29,1714310.4255264765,474982.57324719947,5.098116361298619,0,0.3209335900536898,0,0,55813.24739898035,30.71511702717723
2018-07-30,1715614.6605908235,473322.81308418675,5.106820957891354,0,0.3326566338637309,0,0,55901.39521257766,30.690015053592344
2018-08-03,1716981.5050500345,466763.5689018681,5.141639344262296,0,0.21537293256197323,0,0,55993.11277391915,30.664155286072642
2018-08-04,1718346.355487908,467107.87288882677,5.1524590163934425,0,0.26840984336487467,0,0,56088.400083004766,30.636394565452772
2018-08-05,1719160.358532048,467329.1479706861,5.16327868852459,0,0.2857133771453524,0,0,56161.44428304627,30.61104251286179
2018-08-07,1720077.7270421106,471095.8225330426,5.184918032786886,0,0.3193368213422455,0,0,56252.749533098155,30.57766493760534
2018-08-09,1720982.174868933,478374.0381326393,5.20655737704918,0,0.2594518934517906,0,0,56344.05478315003,30.544166221129
2018-08-10,1722343.1535035798,485818.5985279886,5.217377049180328,0,0.2507451919132044,0,0,56471.88213322266,30.499127856946664
2018-08-14,1723751.5079767741,489789.88690061175,5.260655737704918,0,0.2599472886924639,0,0,56599.70948329529,30.455129959377587
2018-08-16,1725625.0070466204,490352.4740897528,5.282295081967213,0,0.30246206353106225,0,0,56782.319983399044,30.390181442940804
2018-08-20,1727326.2303399288,490835.8925888163,5.325573770491803,0,0.28486253328979055,0,0,56910.147333471665,30.35181441753188
2018-08-21,1728736.7382603304,491247.94117161125,5.336393442622951,0,0.2591071938869889,0,0,57019.713633533924,30.31822904918346
2018-08-22,1729619.6516150858,491529.4477797158,5.347213114754099,0,0.29039802299340073,0,0,57074.49678356505,30.304597483777382
2018-08-23,1730330.289193303,491736.4219350523,5.358032786885246,0,0.27791232648044123,0,0,57184.06308362731,30.258960204748437
2018-08-27,1731937.3096275933,492141.86237876565,5.401311475409837,0,0.3040593497159867,0,0,57348.412533720686,30.200265937774994
2018-08-31,1734030.7556341141,491934.59516160074,5.444590163934427,0,0.25393840718367944,0,0,57512.76198381407,30.150364820283293
2018-09-01,1738069.9039295593,487740.29144581157,5.4554098360655745,0,0.190170135602067,0,0,57677.11143390745,30.13448247874244
2018-09-05,1743921.6066658301,487901.95403707115,5.498688524590164,0,0.18823675540603532,0,0,57877.98298402159,30.13100175151708
2018-09-11,1750582.1326801341,488954.1904097732,5.5636065573770495,0,0.1560945515560365,0,0,58115.37663415647,30.12252925246044
2018-09-14,1756150.8358655705,489662.0878777653,5.596065573770492,0,0.2088836083119373,0,0,58316.2481842706,30.114263014938775
2018-09-16,1760883.6189260406,486921.5422097728,5.617704918032787,0,0.20783165816539673,0,0,58462.33658435361,30.119966491337763
2018-09-19,1767337.4140084998,484688.27386887005,5.65016393442623,0,0.20015340369927387,0,0,58681.469184478105,30.117470447995874
2018-09-26,1773938.7244071292,479459.3346068149,5.725901639344262,0,0.19296238599874563,0,0,58882.34073459224,30.126837728870626
2018-09-27,1778713.537441163,478662.0855952279,5.73672131147541,0,0.15753887773848763,0,0,59046.78016275909,30.123802390888045
2018-09-28,1782044.1738152641,476503.98231840297,5.747594295615087,0,0.18738064031703927,0,0,59156.796353188685,30.12408182444126
2018-10-02,1787703.335597214,488612.2770903173,5.7910862321737975,0,0.11471856450419697,0,0,59413.71074636249,30.08907057209288
2018-10-11,1794087.7560524158,498604.53308164683,5.888943089430895,0,0.10093168192335149,0,0,59689.04815007894,30.057235148757236
2018-10-13,1799036.0007209154,509232.79560232814,5.9107317073170735,0,0.12016142865001977,0,0,59909.36846077322,30.029293363338788
2018-10-14,1800689.262863837,513839.53903075645,5.921626016260163,0,0.1371215257044362,0,0,60001.303557339364,30.010835700311656
2018-10-16,1802251.6864274768,514285.38775117055,5.943414634146341,0,0.18158557703631595,0,0,60093.23865390552,29.99092288580367
2018-10-18,1805558.2107133202,515228.92806646606,5.96520325203252,0,0.13023733438495522,0,0,60258.72182772461,29.963433606761235
2018-10-23,1810647.3327509991,516681.1837881283,6.019674796747967,0,0.13272651172168298,0,0,60497.75307879662,29.929166631902543
2018-10-29,1814980.2795107944,518397.18203558214,6.085040650406504,0,0.12276662252701503,0,0,60736.78432986862,29.882719336167405
2018-10-31,1817675.057715805,519647.1797607526,6.1068292682926835,0,0.06743686354102882,0,0,60902.267503687704,29.845769824674306
2018-11-01,1818181.4560515003,522111.739952018,6.117723577235773,1,0.06930077316885774,0,0,60975.81558094063,29.818075227513873
2018-11-02,1818842.8080779489,522353.79168997525,6.128617886178862,1,0.07190309573056505,0,0,61030.97663888032,29.801961368569007
2018-11-03,1819143.8799149918,522492.40208358667,6.139512195121951,1,0.14399345280689285,0,0,61141.29875475971,29.753111513244978
2018-11-07,1819441.1167808112,522577.77411255287,6.183089430894309,1,0.06432536048890058,0,0,61270.00788995233,29.695460788069873
2018-11-09,1819589.7352137214,522681.5854327341,6.204878048780488,1,0.07914260970234263,0,0,61398.717025144935,29.635631221227886
2018-11-10,1819787.8931242677,522808.6067208253,6.215772357723577,1,0.06905483634117696,0,0,61472.26510239786,29.603397403576118
2018-11-11,1819986.0510348144,522935.64327537577,6.226666666666667,1,0.03503584830374829,0,0,61545.81317965079,29.571240625618476
2018-11-13,1820184.2089453607,523001.54982058733,6.248455284552846,1,0.10438087386778487,0,0,61619.36125690371,29.539160611494186
2018-11-14,1820591.6711489216,523118.6277311133,6.259349593495935,1,0.09265418041293748,0,0,61729.683372783096,29.492969535489774
2018-11-17,1821072.6169109766,523268.80208945397,6.292032520325204,1,0.09382714784362567,0,0,61840.005488662486,29.448131553688903
2018-11-19,1821590.304452279,523441.5259369376,6.313821138211383,1,0.04281456578849209,0,0,61950.32760454187,29.404046352754552
2018-11-20,1822107.9919935812,523619.47731050476,6.324715447154472,1,0.11218001876041722,0,0,62060.64972042126,29.360117887937783
2018-11-23,1822711.9607917673,523805.0328041946,6.35739837398374,1,0.028040657548565828,0,0,62189.35885561388,29.30906499653083
2018-11-26,1823447.6220346708,524016.44473858736,6.390081300813009,1,0.08770190224634236,0,0,62336.45501011972,29.251705470557347
2018-11-28,1823992.5562886738,524173.04617147107,6.411869918699187,1,0.1358098582066336,0,0,62446.777125999106,29.208754082030477
2018-11-29,1824346.7635537758,524280.05741020513,6.4227642276422765,1,0.040380099678413606,0,0,62520.32520325203,29.180058766854934
2018-11-30,1824707.7824970528,524394.2495733408,6.433658536585366,1,0.053107257544251094,0,0,62612.26029981819,29.142978927121582
2018-12-03,1825075.6131185044,530210.8066781822,6.466341463414635,1,0.052989540952629255,0,1,62704.19539638434,29.1061164501242
2018-12-04,1825517.615346751,531144.5379974863,6.477235772357724,1,0.03489573037651404,0,0,62814.51751226373,29.062033549654217
2018-12-06,1826019.4089723115,532920.7424716537,6.499024390243902,1,0.0034800970680160387,0,0,62943.22664745635,29.010578361351044
2018-12-10,1826873.139303582,534000.2244053903,6.5426016260162605,1,0.05205688924418084,0,0,63163.87087921512,28.922754636064237
2018-12-16,1827726.869634853,535026.521308071,6.607967479674797,1,0.01813088858821687,0,0,63384.51511097389,28.83554234713101
2018-12-18,1828367.1673833057,535159.9742952669,6.629756097560976,1,0.06420777291905547,0,0,63549.99828479297,28.770530554378002
2018-12-19,1828651.744160396,535189.2810507873,6.640650406504065,1,0.022417272972985923,0,0,63623.5463620459,28.74174497841672
2018-12-20,1828936.3209374864,535272.567789895,6.651544715447155,1,0.0964980321505262,0,0,63697.094439298824,28.713025877191317
2018-12-22,1829913.1654957682,535327.6139773123,6.673333333333334,1,0.026502401229912907,0,0,63844.19059380468,28.662171898116906
2018-12-27,1830981.8421161175,535276.8993762787,6.72780487804878,1,0.04033815451382975,0,0,64046.44780625022,28.58834337940338
2018-12-31,1832132.1070099378,535258.1225160608,6.771382113821138,1,0.0744055165210901,0,0,64230.317999382525,28.524412833010587
2019-01-01,1832742.8365903094,534071.9730182291,6.782276422764228,0,0.03317025993931557,0,0,64340.640115261915,28.48499538249968
2019-01-02,1833206.0307062112,534209.9062987164,6.793170731707317,0,0.07691998747045811,0,0,64450.962231141304,28.443423763508157
2019-01-06,1833581.5817235985,534310.8313871498,6.836747967479675,0,0.10931047206080707,0,0,64561.28434702069,28.400636701525173
2019-01-07,1833814.9962170704,534378.8490272198,6.847642276422764,0,0.021871692395497404,0,0,64671.60646290008,28.355797799287206
2019-01-08,1834174.6528247122,534492.1700063937,6.8585365853658535,0,0.07563520518830336,0,0,64745.15454015299,28.329141630007424
2019-01-10,1834610.6002279145,534667.192401564,6.880325203252032,0,0.07789267325978694,0,0,64855.47665603238,28.287674300166795
2019-01-13,1835863.9490121205,536602.1440729353,6.913008130081301,0,0.09355087558565353,0,0,65131.28194573085,28.187130579462753
2019-01-23,1837182.0845532473,540050.3764853232,7.021951219512196,0,0.03298766810599177,0,0,65425.474254742556,28.080531405854867
2019-01-26,1838287.695735313,543397.6469356795,7.054634146341464,0,0.030482491039805937,0,0,65701.27954444101,27.979480894156353
2019-01-28,1838494.1653982748,544960.4267575957,7.076422764227642,0,0.08575443640084116,0,0,65926.43722097257,27.887054767361395
2019-02-04,1838494.1653982748,551772.4320920658,7.155357142857143,0,0.1339095401969956,0,0,66116.3253404686,27.806962288525224
2019-02-05,1837920.5141214274,551179.8084300316,7.167142857142857,0,0.13251478551037632,0,0,66349.0054249548,27.70079976858492
2019-02-09,1837080.5247517575,551653.5706857856,7.214285714285714,0,0.1353934462849093,0,0,66528.02893309222,27.613632242123455
2019-02-13,1836040.7818124716,552069.9510244263,7.261428571428572,0,0.1045992583526453,0,0,66746.83544303798,27.50753304820505
2019-02-16,1835538.83694523,551487.0816326626,7.296785714285715,0,0.13196761091483014,0,0,66985.5334538879,27.402018649426665
2019-02-21,1835303.23017081,555975.9516510991,7.355714285714286,0,0.13379217419896047,0,0,67204.33996383364,27.309296262093902
2019-02-24,1835267.376966007,560521.3165920511,7.391071428571429,0,0.103569457459209,0,0,67423.14647377939,27.220138379031834
2019-02-27,1835267.376966007,566785.5106195799,7.426428571428572,0,0.18097323533434273,0,0,67562.3869801085,27.164039919228145
2019-02-28,1836762.6447231818,568384.2250237945,7.438214285714286,0,0.13921498762735365,0,0,67661.8444846293,27.146210079159726
2019-03-01,1838573.8611324055,576136.804857234,7.45,0,0.16426089508392056,0,0,67720.04948252156,27.14962371087662
2019-03-02,1842912.6667580158,579451.9071256028,7.460915032679739,0,0.2196966082590149,0,0,67905.73894818126,27.139277111237078
2019-03-10,1846704.050582596,581573.8971410018,7.548235294117648,0,0.17075954989318037,0,0,68126.80290118861,27.10686502140814
2019-03-13,1850400.2661462247,582737.9290763485,7.580980392156863,0,0.22361253811227358,0,0,68347.86685419596,27.073270188426168
2019-03-14,1851789.672884563,583151.3459813447,7.5918954248366015,0,0.23475786737022214,0,0,68439.9768346157,27.057134711769233
2019-03-15,1852452.0140578535,580011.0940977037,7.60281045751634,0,0.1753795304494487,0,0,68495.24282286754,27.04497331075088
2019-03-16,1853114.3552311435,573548.9701689497,7.613725490196079,0,0.22890128387732966,0,0,68550.50881111939,27.03283151897707
2019-03-17,1853997.4767955302,567149.6167285393,7.624640522875817,0,0.21238342780809497,0,0,68624.19679545518,27.01667288466269
2019-03-19,1855101.3787510137,564140.0850431096,7.646470588235294,0,0.22466180479983472,0,0,68716.30677587491,26.99652332599323
2019-03-21,1856690.9975669098,564641.2938125479,7.6683006535947715,0,0.25690378947961845,0,0,68845.26074846253,26.969045906451502
2019-03-24,1859162.472730052,565410.7242769366,7.701045751633987,0,0.1926383565199139,0,0,69029.48070930199,26.932876412027284
2019-03-29,1861278.0918674765,566071.9753616945,7.755620915032679,0,0.17738791506927531,0,0,69232.12266622542,26.884602409792826
2019-04-01,1863141.44403902,568815.8107375085,7.7883660130718955,0,0.2483145671112343,0,0,69416.34262706489,26.84009807385899
2019-04-03,1863876.7516941389,569684.8526365366,7.810196078431373,0,0.25052569145103687,0,1,69526.87460356856,26.80800427635608
2019-04-04,1864721.7272057962,570587.960464467,7.821111111111112,0,0.27268694871757687,0,0,69600.56258790437,26.79176227707475
2019-04-05,1865893.962883883,571245.7855003773,7.832026143790849,0,0.28523455924449936,0,0,69711.09456440805,26.766097628261033
2019-04-09,1867066.1985619692,571578.4758705322,7.875686274509803,0,0.2833007239799006,0,0,69821.62654091172,26.74051423691725
2019-04-10,1868578.2126974724,572015.1474223027,7.886601307189542,0,0.2998154974710807,0,0,69969.0025095833,26.705800364118993
2019-04-13,1869487.1200710617,572293.3850586852,7.919346405228758,0,0.2753900567563372,0,0,70061.11249000304,26.683663071119764
2019-04-14,1870676.3446720194,572655.946049209,7.930261437908497,0,0.3186060223147195,0,0,70171.64446650672,26.65857924371293
2019-04-16,1871479.0712776657,572901.678650193,7.952091503267974,0,0.2670602950028613,0,0,70245.3324508425,26.642041627282808
2019-04-17,1872400.7203434075,573194.4581519729,7.963006535947713,0,0.35660507499768856,0,0,70337.44243126223,26.62025594935762
2019-04-19,1872995.3326438863,573399.266679854,7.984836601307189,0,0.2937700204329502,0,0,70411.130415598,26.600841679271866
2019-04-20,1873916.9817096284,573702.7219366827,7.995751633986928,0,0.24928527330751155,0,0,70503.24039601775,26.579161059602495
2019-04-22,1874779.1695453224,573977.3377296501,8.017581699346405,0,0.24287322505816666,0,0,70576.92838035354,26.563626564218737
2019-04-23,1875819.7410711602,574283.76245469,8.028496732026143,0,0.28947417245729556,0,0,70669.03836077328,26.543728124541506
2019-04-25,1876444.3654096334,574211.9312791041,8.05032679738562,0,0.2682961164402245,0,0,70761.14834119302,26.518003302629793
2019-04-27,1877098.43894016,573885.780479985,8.072156862745098,0,0.29642001482276276,0,0,70853.25832161274,26.49276100217933
2019-04-28,1878555.239076333,573750.0846547531,8.083071895424837,0,0.2891971287372064,0,0,71019.05628636827,26.45142497390396
2019-05-04,1880190.1414796792,572043.8516159588,8.148562091503267,0,0.32771894318795963,0,0,71166.43225503985,26.419620625938126
2019-05-05,1882271.284531355,572604.5743055731,8.159477124183006,0,0.3044999990256137,0,0,71369.07421196326,26.373766303050047
2019-05-09,1883757.8152825516,573050.7818168668,8.20313725490196,0,0.2844583938270899,0,0,71516.45018063484,26.34020299559882
2019-05-12,1885303.8072637965,573514.5499148468,8.235882352941177,0,0.3165083620056552,0,0,71663.82614930642,26.307607457853308
2019-05-13,1886433.570634706,573858.2270074624,8.246797385620916,0,0.35559577439737,0,0,71755.93612972615,26.289582052476604
2019-05-14,1887157.0156002883,574077.2634888253,8.257712418300653,0,0.33632662289157195,0,0,71811.202117978,26.27942382164686
2019-05-15,1887840.8197458389,574250.1223125219,8.268627450980391,0,0.2925316472063062,0,0,71884.89010231377,26.261997716889805
2019-05-17,1888356.1504062538,574371.1928900338,8.290457516339869,0,0.33509923834320127,0,0,71958.57808664958,26.242266045507076
2019-05-18,1889000.3137317726,574572.0498193604,8.301372549019607,0,0.34146333195953094,0,0,72050.68806706929,26.217658212692886
2019-05-20,1890159.807717706,574964.33768545,8.323202614379085,0,0.3033880874816318,0,0,72161.22004357299,26.193567771946956
2019-05-23,1891448.1343687435,575395.8662233317,8.3559477124183,0,0.33451556374603164,0,0,72271.75202007666,26.171333633136644
2019-05-24,1893767.122340611,576101.3236284746,8.36686274509804,0,0.3316500721210458,0,0,72437.54998483218,26.143445253699912
2019-05-29,1895648.6562575854,575852.2493695092,8.421437908496731,0,0.2956147016327471,0,0,72677.0359339235,26.083186138480812
2019-06-05,1897479.4241251678,569541.9931801179,8.4978431372549,0,0.36073362081044846,0,0,72916.52188301481,26.022626630071986
2019-06-06,1898228.7646225279,568062.5676080167,8.508758169934639,0,0.366823535791047,0,0,73082.31984777033,25.97384385958899
2019-06-07,1899677.0595882342,567591.0477351882,8.519673202614378,0,0.3824915372952583,0,0,73211.27382035796,25.947876064136835
2019-06-12,1901691.4512637474,568171.9298103916,8.574248366013071,0,0.38161406156104705,0,0,73395.49378119742,25.910193573095434
2019-06-16,1904314.4119562453,568934.5840251176,8.617908496732026,0,0.30866991896128726,0,0,73634.97973028875,25.86154595182066
2019-06-20,1906106.7433191172,569459.5462291006,8.661568627450979,0,0.3218652488025463,0,1,73800.77769504426,25.82773248264988
2019-06-21,1907533.8128402662,569881.2360810554,8.672483660130718,0,0.36545105801625977,0,0,73929.73166763189,25.801984801135532
2019-06-23,1908502.181443903,570170.5389983131,8.694313725490195,0,0.3654135785273662,0,0,74040.26364413557,25.776544916383042
2019-06-26,1909385.6054331858,570415.8711280839,8.727058823529411,0,0.3654514305891814,0,1,74150.79562063926,25.750035309152157
2019-06-27,1910396.4463439994,570699.2497443139,8.73797385620915,0,0.4655819447196416,0,0,74279.7495932269,25.718940314227936
2019-06-30,1911278.143705571,569776.309760825,8.770718954248366,0,0.367126715320795,0,0,74371.85957364662,25.698942512159867
2019-07-01,1912824.1356868155,562047.5971178154,8.781633986928105,0,0.3639707797730838,0,0,74519.23554231819,25.668864176693756
2019-07-05,1914325.5317455244,560199.3870970862,8.825294117647058,0,0.3585238634724619,0,0,74666.61151098977,25.638307310406947
2019-07-08,1915762.8223558199,559468.9549747994,8.858039215686274,0,0.34944554810683975,0,0,74813.98747966134,25.607013967496815
2019-07-09,1916773.6632666339,558612.5139081709,8.868954248366013,0,0.32044573322845543,0,0,74906.09746008107,25.589020497138034
2019-07-10,1917650.7164098404,558844.4872032742,8.879869281045751,0,0.35267288718246387,0,0,74961.36344833292,25.581854814201453
2019-07-11,1918661.5573206542,559126.7845635683,8.89078431372549,0,0.30671905413153866,0,0,75035.05143266871,25.57020380058417
2019-07-13,1919464.2839263005,559989.663143527,8.912614379084967,0,0.3227992523654656,0,0,75108.7394170045,25.555804808138436
2019-07-14,1919910.2431516594,560761.1579312424,8.923529411764706,0,0.3153429041327927,0,0,75182.42740134028,25.536688685279575
2019-07-15,1920058.896226779,562075.1619783003,8.934444444444445,0,0.3323600347492555,0,0,75256.11538567606,25.51365940677075
2019-07-17,1920058.896226779,562704.3088102101,8.95627450980392,0,0.3993435675678711,0,0,75385.06935826369,25.47001564861335
2019-07-21,1920207.5493018988,562137.6887450594,8.999934640522875,0,0.2738858547899134,0,0,75624.55530735501,25.391323512551555
2019-07-28,1920653.5085272577,561028.5739607565,9.076339869281044,0,0.35049161627890124,0,0,75864.04125644632,25.317047137454676
2019-07-30,1921550.0100818903,560050.1974448946,9.098169934640522,0,0.2815223344319763,0,0,76048.26121728578,25.26750749227021
2019-07-31,1922222.8440892769,559005.6184271559,9.10908496732026,0,0.3157458545939828,0,0,76121.94920162158,25.251886798089622
2019-08-01,1922598.3719464235,550900.478752783,9.12,0,0.307668517909021,0,0,76194.72622768085,25.23269610814562
2019-08-03,1922523.3574742968,549595.4338269616,9.141290322580645,0,0.2769284005728639,0,0,76446.7129440588,25.14854181998821
2019-08-14,1922523.3574742968,549479.0623372308,9.258387096774191,0,0.24266765666212084,0,0,76716.21069824418,25.060197055826404
2019-08-16,1922485.8502382336,548355.1575041086,9.279677419354837,0,0.253540888722201,0,0,76967.74193548386,24.977812806951068
2019-08-17,1922373.3285300434,547378.6124300179,9.290322580645158,0,0.2953879324680403,0,0,77057.57452021232,24.947233811853263
2019-08-19,1921795.314006634,546425.211424074,9.311612903225804,0,0.2530890010484859,0,0,77129.4405879951,24.916494912394764
