date,sales_total_try,opex_try,usdtry,is_holiday_peak,promo_intensity,price_change_flag,stockout_flag,avg_price_try,units_sold,cogs_try,gross_margin_try,competitor_index,data_quality_flag,imputation_method,is_black_friday,is_ramadan,is_back_to_school
2018-06-23,1684042.2815138018,499684.30664025707,4.821764705882353,0,0.4195798861994508,0.0,0.0,55125.14790713927,30.54943787816488,1130865.1135822344,553177.1679315674,43.46973567590852,OK,original,0,0,0
2018-07-01,1687952.1314655386,493079.74357658194,4.882941176470588,0,0.34170334574949696,0.0,0.0,54606.34435122117,30.911282407202393,1136039.5448493497,551912.586616189,61.94691863990161,OK,original,0,0,0
2018-07-03,1691777.756449745,494197.27419316105,4.898235294117647,0,0.3356652840623668,0.0,1.0,52851.338982327354,32.0101210116067,1139252.9668570708,552524.7895926742,39.61615360221401,OK,original,0,0,0
2018-07-04,1695147.9987398032,494432.5603407527,4.905882352941177,0,0.3206303166415908,,,53039.72799262751,31.959967799522424,1141842.4778183014,553305.5209215018,55.87251565091955,OK,original,0,0,0
2018-07-10,1697083.2403358612,493496.8728072145,4.951764705882353,0,0.3339100377111343,,,53401.724170615,31.77955893172647,1145068.0591495782,552015.181186283,45.48644676726219,OK,original,0,0,0
2018-07-12,1699018.481931919,492933.22895686585,4.9670588235294115,0,0.3253297154762495,,,56699.21592515935,29.96546696826556,1147015.2207222967,552003.2612096223,64.09252324965837,OK,original,0,0,0
2018-07-13,1699878.5893079445,492055.805088446,4.974705882352941,0,0.35114707086832353,,,56476.02747186922,30.09911754424753,1147916.7463414532,551961.8429664914,66.28178949201161,OK,original,0,0,0
2018-07-14,1700738.6966839703,484476.5007661132,4.982352941176471,0,0.3586048800715033,,,55453.69139563558,30.66953080814788,1148818.5966623523,551920.100021618,44.21258063106655,OK,original,0,0,0
2018-07-16,1701813.8309040023,484782.7660764696,4.99764705882353,0,0.3063241267524273,,,53694.20611678699,31.694552429036587,1150187.2875115634,551626.5433924389,45.95354291273136,OK,original,0,0,0
2018-07-18,1702888.9651240343,485089.031386826,5.012941176470589,0,0.2899668219609325,,,55084.20286985146,30.914288968608364,1151556.7901151294,551332.1750089049,57.23086976250508,OK,original,0,0,0
2018-07-19,1703964.0993440663,484090.31969196955,5.020588235294118,0,0.27481764937456693,,,56200.541945181816,30.319353521646075,1152605.4701475233,551358.629196543,47.26128813501722,OK,original,0,0,0
2018-07-21,1705324.0254233067,481864.632994561,5.035882352941177,0,0.34514355037504213,0.0,0.0,56238.47102392182,30.323086570008694,1154169.1414269833,551154.8839963234,49.99921025654209,OK,original,0,0,0
2018-07-23,1707183.770205761,479775.2459405602,5.051176470588236,0,0.2968028123824496,,,55946.98663071701,30.51431136897823,1156072.3071844457,551111.4630213154,50.56977403100595,OK,original,0,0,0
2018-07-25,1709685.729621034,479169.02059313806,5.066470588235294,0,0.2653170927790913,,,55824.234209633374,30.626228085830153,1158412.0150496543,551273.7145713798,35.01344808375208,OK,original,0,0,0
2018-07-28,1712496.026416055,478745.66718973004,5.089411764705883,0,0.34156116870359476,0.0,0.0,57313.76574208729,29.87931440628609,1161285.8897406324,551210.1366754225,50.2642980312461,OK,original,0,0,0
2018-07-30,1714785.9851096906,478173.24134797795,5.106820957891354,0,0.40469379609064954,0.0,0.0,56267.797000280705,30.475442020613247,1163575.646187791,551210.3389218997,44.86134447415328,OK,original,0,0,0
2018-07-31,1716180.8603691838,477348.6130702226,5.116794599807136,0,0.329721683221469,,,55935.441471661696,30.681457323236543,1164944.6426872315,551236.2176819523,46.43835075413516,OK,original,0,0,0
2018-08-01,1716729.7375883975,470856.6031057985,5.126768241722919,0,0.3001547232335493,,,54717.21939031127,31.374579277184125,1165739.8537095462,550989.8838788513,66.93655602775051,OK,original,0,0,0
2018-08-02,1717792.8469085314,470995.0760525576,5.1367418836387015,0,0.277454880756427,,,54101.22362671444,31.751460165871535,1166884.6492467553,550908.1976617761,45.33961151243261,OK,original,0,0,0
2018-08-06,1719033.1411153544,472948.9843903733,5.176636451301833,0,0.27203331040426576,,,54804.60341986755,31.36658298474572,1169419.9719551268,549613.1691602275,61.901474827317145,OK,original,0,0,0
2018-08-08,1720273.435322177,475582.52862552094,5.196583735133398,0,0.3025722944896331,,,55535.78258552271,30.97594659214588,1171110.72694279,549162.7083793869,53.16829655734552,OK,original,0,0,0
2018-08-09,1721543.4788110016,479472.9207429247,5.20655737704918,0,0.2662917636743405,0.0,0.0,57038.555281172936,30.182101743717237,1172399.1524741284,549144.3263368732,53.166085318699984,OK,original,0,0,0
2018-08-13,1722643.7747336377,481550.1384544509,5.249836065573771,0,0.2830217694221571,,,56647.64723893127,30.40980267843755,1174988.7230419668,547655.0516916709,61.731308501747016,OK,original,0,0,0
2018-08-14,1723879.135614559,483676.3611328897,5.260655737704918,0,0.28465093418588044,0.0,0.0,55173.168825656234,31.244881747900134,1176291.7363316896,547587.3992828694,58.132910356551115,OK,original,0,0,0
2018-08-15,1724688.257511697,483922.1776019212,5.271475409836066,0,0.2549572863907086,,,54825.65663915835,31.45768538374178,1177304.4507721309,547383.8067395661,59.9815706444229,OK,original,0,0,0
2018-08-16,1725454.5258094214,484157.08126924245,5.282295081967213,0,0.3047612704860957,0.0,0.0,54778.286471225285,31.498877328260217,1178288.3332804688,547166.1925289526,63.16631061759622,OK,original,0,0,0
2018-08-17,1726333.8500854988,484423.84599438217,5.293114754098361,0,0.26975120729913776,,,55447.23350434835,31.134715674319697,1179349.8595919167,546983.9904935821,52.77453293453341,OK,original,0,0,0
2018-08-20,1727371.0938234022,484724.98541489773,5.325573770491803,0,0.25232764521521467,0.0,0.0,55784.60327606582,30.965015297769884,1181442.431475211,545928.6623481913,50.53127279060466,OK,original,0,0,0
2018-08-21,1728797.7525978542,485125.32623113063,5.336393442622951,0,0.29109529530711215,0.0,0.0,56605.6914353586,30.54105883631986,1182879.9068120832,545917.845785771,46.75212912087094,OK,original,0,0,0
2018-08-23,1730107.4777523798,485482.75776144903,5.358032786885246,0,0.2480459605462689,0.0,0.0,59263.67345664647,29.193389083753242,1184700.1605940578,545407.3171583221,48.83421576016835,OK,original,0,0,0
2018-08-25,1731563.7780069066,485882.401352576,5.379672131147542,0,0.27584543472107387,,,59731.992415000714,28.988883645074136,1186622.2598767169,544941.5181301897,79.03442206913647,OK,original,0,0,0
2018-08-29,1732643.0807188097,485987.8057314843,5.422950819672131,0,0.27472643010067394,,,59722.92812081071,29.011355190320327,1189212.8276519205,543430.2530668892,65.40326997922762,OK,original,0,0,0
2018-08-30,1733568.1973290127,484740.745512551,5.433770491803279,0,0.30757686697494735,,,57959.52588320323,29.909978919123695,1190310.7688539154,543257.4284750973,44.64140507033582,OK,original,0,0,0
2018-08-31,1735854.7397387568,483870.47571156983,5.444590163934427,0,0.28924094698639863,0.0,0.0,56034.85348525335,30.978125787293802,1192344.3563879563,543510.3833508005,44.874503012718094,OK,original,0,0,0
2018-09-03,1738646.4861155814,477788.6146879892,5.477049180327869,0,0.3992491912376457,,,55854.38486349169,31.128200415506132,1195654.9938033598,542991.4923122216,62.97351586492565,OK,original,0,0,1
2018-09-04,1741943.4364594866,476829.4138009514,5.487868852459016,0,0.42453298897600866,,,56076.549353747745,31.063670224620694,1198387.500529921,543555.9359295657,63.50087241686812,OK,original,0,0,1
2018-09-05,1744804.2177116135,474947.0541080069,5.498688524590164,0,0.44170622647051944,0.0,0.0,60404.46932075973,28.885349665872514,1200821.584876747,543982.6328348664,63.51799138704997,OK,original,0,0,1
2018-09-08,1751117.6118671317,475065.49024990975,5.531147540983606,0,0.4167343091905559,,,60462.835784355644,28.961883595943107,1206569.6356459744,544547.9762211572,57.09144102274813,OK,original,0,0,1
2018-09-16,1758922.8809813547,475713.662876839,5.617704918032787,0,0.40031057859530145,0.0,0.0,60956.89088072771,28.855193491134248,1215705.7012600752,543217.1797212795,58.13161995782118,OK,original,0,0,1
2018-09-19,1765660.154124041,476199.2708127004,5.65016393442623,0,0.36064491302949525,0.0,0.0,58757.55239221511,30.049926898554347,1221776.9209814565,543883.2331425846,61.7624568977859,OK,original,0,0,1
2018-09-20,1770181.4448666656,476078.70507991157,5.6609836065573775,0,0.3680465901077388,,,57943.48360835543,30.550138421629278,1225378.259340015,544803.1855266506,59.83073142152436,OK,original,0,0,1
2018-09-24,1773973.4860108867,474910.7440658374,5.704262295081968,0,0.39084325886936,,,58922.59490087054,30.106845922101055,1229898.321071872,544075.1649390147,41.3933510558641,OK,original,0,0,1
2018-09-27,1777655.4262098877,475312.84555017395,5.73672131147541,0,0.38171463393522154,0.0,0.0,59865.26855129428,29.69426963627068,1233875.279279652,543780.1469302357,57.3135236599095,OK,original,0,0,1
2018-09-29,1782218.4997846896,475947.8393528473,5.758467279754765,0,0.3943908609104366,,,62022.34293198483,28.735104408085853,1237999.1576746905,544219.3421099992,52.3448358970952,OK,original,0,0,1
2018-10-06,1786946.5030435007,483662.0792876323,5.834578168732508,0,0.12669949774691328,,,60227.881942316315,29.66975502733039,1244640.5272091732,542305.9758343275,61.9016913512681,OK,original,0,0,0
2018-10-10,1791707.3383827775,487454.0839661108,5.878070105291218,0,0.14089078263070198,,,61108.06138370938,29.320310574611415,1249879.9958387436,541827.3425440339,84.38623868749394,OK,original,0,0,0
2018-10-11,1795238.614104393,493287.95370812726,5.888943089430895,0,0.12288503665822732,0.0,0.0,59082.513566660484,30.38527824444868,1252825.1970686093,542413.4170357836,63.44818665712777,OK,original,0,0,0
2018-10-15,1800665.0319559795,502038.8205873939,5.932520325203252,0,0.1395950493147861,,,60842.34537940073,29.595588742139896,1258548.9454325794,542116.0865234002,58.00426251062082,OK,original,0,0,0
2018-10-24,1806081.6121118553,508374.57465396886,6.030569105691057,0,0.12693423244430366,,,61916.51932698335,29.169624386892195,1266705.8495031798,539375.7626086755,67.89107868248469,OK,original,0,0,0
2018-10-25,1811498.1922677315,512420.67863324564,6.041463414634147,0,0.06573600300938393,,,62575.072870872915,28.949198285487533,1270991.929782475,540506.2624852564,64.38233643100703,OK,original,0,0,0
2018-10-29,1814330.9445822146,513357.4303140957,6.085040650406504,0,0.09681993818543742,0.0,0.0,61535.55023348565,29.484272712246174,1274931.0269398096,539399.917642405,63.88575592361473,OK,original,0,0,0
2018-10-31,1817266.4057138637,514255.84027073474,6.106829268292684,0,0.12067737332835159,0.0,0.0,59587.47596605581,30.4974556524105,1277971.139355163,539295.2663587006,65.38397141239204,OK,original,0,0,0
2018-11-03,1818746.1171341196,516843.474836384,6.139512195121951,1,0.33380534714710103,0.0,0.0,60208.87808534625,30.207274657336114,1280478.9668514424,538267.1502826773,75.64593588981404,OK,original,1,0,0
2018-11-05,1819373.4914621331,517823.7705633301,6.16130081300813,1,0.38809405133222036,,,59310.21810548659,30.675548827459615,1281899.1625849376,537474.3288771955,50.15064655523706,OK,original,1,0,0
2018-11-06,1819924.5591752715,518816.40208496974,6.17219512195122,1,0.41601871440264515,,,59501.40503840387,30.586245114726978,1282776.8315848263,537147.7275904452,62.99097731900268,OK,original,1,0,0
2018-11-15,1820475.6268884102,519422.0462728961,6.2702439024390255,1,0.4066590449832537,,,59140.55802449718,30.782185486554482,1287571.1520598978,532904.4748285124,51.79503833132541,OK,original,1,0,0
2018-11-17,1821095.8139679653,519646.31512960204,6.292032520325204,1,0.363692903304428,0.0,0.0,61438.932660328144,29.640746268104827,1288989.2152429128,532106.5987250526,63.654355208582366,OK,original,1,0,0
2018-11-18,1821532.7836143563,519773.36628180655,6.302926829268293,1,0.4148179735378328,,,60508.82741543418,30.10358754943799,1289788.3352489271,531744.4483654292,51.86492861262229,OK,original,1,0,0
2018-11-20,1822026.7564242342,519910.1841247855,6.324715447154472,1,0.3745562131483976,0.0,0.0,63308.29337427329,28.780222294930077,1291118.0298154778,530908.7266087565,55.87965286233704,OK,original,1,0,0
2018-11-22,1822628.9592317825,520090.4718528596,6.346504065040651,1,0.35998361029879306,,,62133.42910219781,29.334111855212438,1292525.0074782101,530103.9517535723,56.86203472394113,OK,original,1,0,0
2018-11-25,1823075.5025788124,520237.7567320743,6.379186991869919,1,0.351694109526106,,,62862.13125073941,29.001172348215107,1294312.4061359658,528763.0964428466,67.03345445926873,OK,original,1,0,0
2018-11-26,1823672.9119832006,520415.5080707231,6.390081300813009,1,0.3610220988376904,0.0,0.0,62233.13410989587,29.303889930448047,1295226.947651009,528445.9643321915,66.57872292271702,OK,original,1,0,0
2018-11-29,1824437.333645066,520628.3228351434,6.4227642276422765,1,0.3584508848760974,0.0,0.0,61923.94657987994,29.46254937565388,1297241.6919289706,527195.6417160954,49.26951502627331,OK,original,1,0,0
2018-12-04,1825372.8041144374,525761.8984842425,6.477235772357724,1,0.05511248667126465,0.0,0.0,62721.06466312752,29.103026454006258,1300361.1520980746,525011.6520163629,56.018639554665455,OK,original,0,0,0
2018-12-08,1826069.9289187763,527064.930590096,6.520813008130082,1,0.05481721943149595,,,63434.06604320459,28.786897054258674,1302821.965666675,523247.9632521013,49.906694495339956,OK,original,0,0,0
2018-12-09,1826499.506141463,529393.9182312062,6.531707317073171,1,0.05009138060460245,,,63158.58956093996,28.919257362122135,1303619.6147171422,522879.8914243209,45.51946071459732,OK,original,0,0,0
2018-12-11,1826744.9788401409,532739.4831404429,6.55349593495935,1,0.06310814509239052,,,63188.969189738455,28.90923846779248,1304777.2754474147,521967.70339272614,53.8555302632717,OK,original,0,0,0
2018-12-12,1826990.451538819,534983.1330872815,6.564390243902439,1,0.08571938824359025,,,62161.25101468208,29.391146762913376,1305443.903928102,521546.5476107169,53.127971025686776,OK,original,0,0,0
2018-12-13,1827174.5560628276,536097.2023388963,6.575284552845529,1,0.07848662406323972,,,64741.78494653457,28.222492746713044,1306066.798376269,521107.75768655865,75.01373189076418,OK,original,0,0,0
2018-12-14,1827420.0287615054,536150.7914176489,6.5861788617886186,1,0.005453060946502913,,,63310.08102175247,28.86459785343868,1306733.6743948385,520686.35436666687,59.06784526955224,OK,original,0,0,0
